TBOXID,MONTH_START,TOTAL_DISTANCE_KM,USAGE_TYPE,NO_OF_SWAPS,NO_OF_HOMECHARGINGS,FREQUENT_SWIPING_STATIONS,AVG_DISTANCE_PER_PERIOD
862487061404881,2025-10-01 00:00:00.000,11.474277383,Low Usage,0,1,HOME_CHARGING,1.91
862487061405060,2025-09-01 00:00:00.000,10.947347061,Low Usage,1,0,Beruwala Station,10.95
,2025-10-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
862487061422206,2025-08-01 00:00:00.000,108.954198986,Medium Usage,1,1,"Panadura  1 Station, HOME_CHARGING",13.62
865209069519990,2025-03-01 00:00:00.000,106.521340451,Medium Usage,4,0,Soysapura Station,11.84
865209069520444,2025-08-01 00:00:00.000,9.898153335,Low Usage,4,4,"Maggona, HOME_CHARGING",1.41
,2025-09-01 00:00:00.000,0,Low Usage,3,0,Panadura  1 Station,
865209060494003,2025-08-01 00:00:00.000,0,Low Usage,0,3,HOME_CHARGING,
Deleted,2024-07-01 00:00:00.000,0,Low Usage,8,0,"Miriswatta Station, Minuwangoda Station, Divulapitiya Station",
Deleted 01,2024-07-01 00:00:00.000,0,Low Usage,8,0,"Miriswatta Station, Minuwangoda Station, Divulapitiya Station",
865209069519800,2025-08-01 00:00:00.000,51.007121655,Medium Usage,1,3,"HOME_CHARGING, Bandaragama Station",4.25
862487061409344,2025-07-01 00:00:00.000,40.912795411,Low Usage,0,2,HOME_CHARGING,5.84
865209069519495,2025-10-01 00:00:00.000,6.893792644,Low Usage,0,1,HOME_CHARGING,1.72
123456,2025-08-01 00:00:00.000,0,Low Usage,1,0,MockStation,
Deleted 02,2025-08-01 00:00:00.000,0,Low Usage,1,0,MockStation,
862487061405060,2025-08-01 00:00:00.000,43.422139266,Low Usage,2,0,Beruwala Station,7.24
862487061347809,2025-09-01 00:00:00.000,836.329120114,High Usage,0,26,HOME_CHARGING,28.84
865209069546233,2025-08-01 00:00:00.000,754.026001219,High Usage,0,24,HOME_CHARGING,26.93
862487061404782,2025-09-01 00:00:00.000,711.634549736,High Usage,0,23,HOME_CHARGING,28.47
865209069520865,2025-08-01 00:00:00.000,194.854349995,High Usage,0,20,HOME_CHARGING,7.22
865209069519180,2025-08-01 00:00:00.000,0,Low Usage,23,0,"Boralla Temporary Station, Soysapura Station, Bandaragama Station",
,2025-10-01 00:00:00.000,0,Low Usage,14,0,"Soysapura Station, Panadura  1 Station",
865209069519339,2025-06-01 00:00:00.000,354.056408689,High Usage,0,12,HOME_CHARGING,16.86
865209069521061,2025-05-01 00:00:00.000,291.691526779,High Usage,6,12,"HOME_CHARGING, Miriswatta Station, Seeduwa Station",11.67
865209060215168,2025-07-01 00:00:00.000,319.311378211,High Usage,1,12,"HOME_CHARGING, Boralesgamuwa new Station",15.21
862487061422180,2025-07-01 00:00:00.000,732.621326288,High Usage,11,4,"Maggona, HOME_CHARGING",23.63
865209069519933,2025-05-01 00:00:00.000,226.698876047,High Usage,2,9,"HOME_CHARGING, Maggona",7.56
865209069545557,2025-06-01 00:00:00.000,152.743858794,High Usage,0,9,HOME_CHARGING,13.89
865209060494003,2025-03-01 00:00:00.000,36.788127789,Low Usage,9,0,Seeduwa Station,4.6
865209069521004,2024-09-01 00:00:00.000,189.344404954,High Usage,9,0,"Moratuwa replace Station, Boralesgamuwa new Station",11.83
,2025-10-01 00:00:00.000,0,Low Usage,7,0,Boralla Temporary Station,
862487061379588,2025-10-01 00:00:00.000,232.182274603,High Usage,0,7,HOME_CHARGING,12.22
865209069519339,2025-10-01 00:00:00.000,339.755003096,High Usage,0,7,HOME_CHARGING,21.23
862487061409328,2025-07-01 00:00:00.000,353.580034921,High Usage,6,4,"Panadura  1 Station, HOME_CHARGING",11.41
865209069519974,2025-08-01 00:00:00.000,11.281275688,Low Usage,6,0,Seeduwa Station,5.64
865209069519990,2025-07-01 00:00:00.000,150.01754907,High Usage,10,0,"Soysapura Station, Panadura  1 Station, Bandaragama Station",10
865209069520907,2025-10-01 00:00:00.000,209.434229284,High Usage,0,5,HOME_CHARGING,13.96
865209069546431,2024-12-01 00:00:00.000,136.549800415,Medium Usage,4,0,Moratuwa replace Station,5.69
,2025-07-01 00:00:00.000,0,Low Usage,1,0,Panadura  1 Station,
865209069520014,2025-07-01 00:00:00.000,22.232757251,Low Usage,1,0,Padukka Station,5.56
,2025-10-01 00:00:00.000,0,Low Usage,1,0,Maggona,
865209069519867,2025-03-01 00:00:00.000,380.858364038,High Usage,1,0,Bandaragama Station,17.31
865209069521061,2024-11-01 00:00:00.000,345.322621865,High Usage,17,0,"Miriswatta Station, Seeduwa Station, Udugampola Station",11.51
865209069546233,2025-05-01 00:00:00.000,542.730618444,High Usage,14,12,"Boralesgamuwa new Station, HOME_CHARGING",21.71
865209069520824,2025-01-01 00:00:00.000,446.731315735,High Usage,11,0,Maggona,15.4
862487061383002,2025-08-01 00:00:00.000,739.498516929,High Usage,1,10,"HOME_CHARGING, Kuliyapitiya",29.58
865209069519669,2024-05-01 00:00:00.000,179.091691952,High Usage,7,0,Moratuwa replace Station,7.16
865209069546258,2025-06-01 00:00:00.000,207.442081752,High Usage,8,0,"Soysapura Station, Boralla Temporary Station",15.96
865209069519453,2025-07-01 00:00:00.000,0.3027894612,Low Usage,7,0,Bandaragama Station,0.3
862487061348047,2025-07-01 00:00:00.000,406.512683594,High Usage,12,6,"HOME_CHARGING, Bandaragama Station, Maggona",19.36
865209069519354,2025-09-01 00:00:00.000,664.326837165,High Usage,8,1,"Panadura  1 Station, Soysapura Station, HOME_CHARGING",23.73
865209069519453,2025-02-01 00:00:00.000,215.833016782,High Usage,7,1,"Bandaragama Station, HOME_CHARGING, Miriswatta Station",10.79
,2024-09-01 00:00:00.000,0,Low Usage,11,0,"Kadawatha Station, Udugampola Station, Factory17",
865209069545979,2025-08-01 00:00:00.000,17.550202079,Low Usage,1,5,"HOME_CHARGING, Moratuwa replace Station",5.85
865209069519941,2025-10-01 00:00:00.000,156.92331481,High Usage,0,5,HOME_CHARGING,10.46
865209069546373,2025-05-01 00:00:00.000,89.574784389,Medium Usage,0,4,HOME_CHARGING,4.07
865209069519016,2025-02-01 00:00:00.000,63.894440988,Medium Usage,4,0,Panadura,7.1
865209069519651,2025-06-01 00:00:00.000,50.923594345,Medium Usage,5,0,"Soysapura Station, Boralesgamuwa new Station",8.49
865209069519727,2025-06-01 00:00:00.000,9.301227935,Low Usage,4,0,Panadura  1 Station,2.33
865209069519594,2025-05-01 00:00:00.000,21.620313137,Low Usage,0,4,HOME_CHARGING,1.66
,2025-10-01 00:00:00.000,0,Low Usage,3,1,"Kolonnawa Station, HOME_CHARGING",
865209069519529,2025-06-01 00:00:00.000,40.767768149,Low Usage,3,0,Padukka Station,3.14
865209069518679,2025-06-01 00:00:00.000,70.952522098,Medium Usage,2,2,"HOME_CHARGING, Maggona",10.14
865209069545953,2025-02-01 00:00:00.000,71.539753097,Medium Usage,2,1,"Bandaragama Station, HOME_CHARGING",7.95
865209060960599,2025-05-01 00:00:00.000,7.990689446,Low Usage,2,0,Bandaragama Station,7.99
862487061434086,2025-01-01 00:00:00.000,0,Low Usage,2,0,Maggona,
,2025-09-01 00:00:00.000,0,Low Usage,2,0,Soysapura Station,
,2025-10-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
865209069519263,2025-03-01 00:00:00.000,64.77660489,Medium Usage,2,0,"Boralesgamuwa new Station, Kolonnawa Station",10.8
865209069519990,2025-09-01 00:00:00.000,198.933245243,High Usage,2,0,"Moratuwa replace Station, Soysapura Station",15.3
865209069545797,2025-10-01 00:00:00.000,991.560780233,High Usage,1,0,Bandaragama Station,55.09
,2025-10-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
865209060263697,2025-10-01 00:00:00.000,98.280115537,Medium Usage,1,0,Panadura  1 Station,6.55
865209069545573,2025-07-01 00:00:00.000,17.810515235,Low Usage,0,1,HOME_CHARGING,1.37
,2025-10-01 00:00:00.000,0,Low Usage,6,0,Soysapura Station,
865209069520022,2025-03-01 00:00:00.000,170.242099382,High Usage,6,0,"Panadura, Bandaragama Station",18.92
862487061409344,2025-08-01 00:00:00.000,143.141228463,Medium Usage,0,4,HOME_CHARGING,8.42
,2025-09-01 00:00:00.000,0,Low Usage,0,4,HOME_CHARGING,
,2025-09-01 00:00:00.000,0,Low Usage,2,0,Maggona,
,2025-10-01 00:00:00.000,0,Low Usage,2,0,Panadura  1 Station,
865209069520881,2025-02-01 00:00:00.000,53.795347599,Medium Usage,3,0,"Panadura, Bandaragama Station",13.45
,2025-07-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
,2025-10-01 00:00:00.000,0,Low Usage,2,1,"Seeduwa Station, HOME_CHARGING, Katunayake Station",
862487061363327,2025-06-01 00:00:00.000,238.670515897,High Usage,1,0,Panadura  1 Station,11.37
865209069545904,2025-09-01 00:00:00.000,246.802171919,High Usage,1,0,Kadawatha Station,18.98
865209069520550,2025-03-01 00:00:00.000,878.733291262,High Usage,3,0,"Beruwala Station, Dharga Town Station, Maggona",29.29
865209069546332,2025-05-01 00:00:00.000,384.820889855,High Usage,1,24,"HOME_CHARGING, Dharga Town Station",16.73
865209069546290,2025-09-01 00:00:00.000,714.945336235,High Usage,0,23,HOME_CHARGING,25.53
865209069519313,2024-06-01 00:00:00.000,617.650431799,High Usage,22,0,"Moratuwa replace Station, Boralesgamuwa new Station",21.3
,2025-10-01 00:00:00.000,0,Low Usage,21,0,Thalawathugoda New Station,
865209069519719,2025-07-01 00:00:00.000,474.082300311,High Usage,1,18,"HOME_CHARGING, Padukka Station",17.56
865209069520444,2024-12-01 00:00:00.000,116.623954026,Medium Usage,17,0,Maggona,4.17
862487061404782,2025-10-01 00:00:00.000,713.554760249,High Usage,0,17,HOME_CHARGING,35.68
862487061405300,2025-09-01 00:00:00.000,568.440307119,High Usage,0,15,HOME_CHARGING,21.05
865209069520527,2025-07-01 00:00:00.000,221.533987826,High Usage,0,14,HOME_CHARGING,7.38
865209069520501,2024-12-01 00:00:00.000,414.081766561,High Usage,14,0,Minuwangoda Station,14.28
862487061332041,2025-10-01 00:00:00.000,541.782568353,High Usage,0,13,HOME_CHARGING,27.09
865209069519941,2024-12-01 00:00:00.000,370.605105521,High Usage,13,0,"Boralesgamuwa new Station, Moratuwa replace Station",17.65
862487061405425,2025-08-01 00:00:00.000,257.800749842,High Usage,0,12,HOME_CHARGING,12.28
865209069521095,2025-09-01 00:00:00.000,482.307399288,High Usage,0,12,HOME_CHARGING,20.1
862487061462327,2025-06-01 00:00:00.000,414.18049144,High Usage,11,4,"Maggona, HOME_CHARGING",14.79
862487061332983,2025-09-01 00:00:00.000,113.57077295,Medium Usage,0,10,HOME_CHARGING,6.68
865209069520816,2025-06-01 00:00:00.000,315.53929073,High Usage,16,0,"Thalawathugoda New Station, Boralla Temporary Station, Kolonnawa Station",16.61
865209069519867,2025-09-01 00:00:00.000,84.215000349,Medium Usage,1,9,"HOME_CHARGING, Maggona",3.01
865209069521004,2024-05-01 00:00:00.000,222.039863543,High Usage,8,0,Moratuwa replace Station,13.06
862487061409328,2025-09-01 00:00:00.000,303.601697517,High Usage,0,8,HOME_CHARGING,12.65
865209060597102,2025-06-01 00:00:00.000,92.308930871,Medium Usage,0,8,HOME_CHARGING,5.77
862487061364101,2025-07-01 00:00:00.000,787.759271652,High Usage,0,8,HOME_CHARGING,25.41
862487061347809,2025-10-01 00:00:00.000,326.452138975,High Usage,0,7,HOME_CHARGING,27.2
865209069519669,2025-03-01 00:00:00.000,213.886203774,High Usage,6,0,Moratuwa replace Station,10.19
862487061405524,2025-08-01 00:00:00.000,131.208638738,Medium Usage,0,6,HOME_CHARGING,7.29
865209060460707,2025-05-01 00:00:00.000,247.699930314,High Usage,7,0,"Bandaragama Station, Panadura  1 Station",9.53
865209069521020,2025-05-01 00:00:00.000,82.614155508,Medium Usage,5,0,Seeduwa Station,6.88
865209069519800,2025-07-01 00:00:00.000,22.916916277,Low Usage,4,0,Bandaragama Station,2.55
865209069519230,2025-04-01 00:00:00.000,21.744373872,Low Usage,3,0,Bandaragama Station,2.72
865209069519008,2025-09-01 00:00:00.000,30.540334299,Low Usage,0,2,HOME_CHARGING,2.55
123456,2024-07-01 00:00:00.000,0,Low Usage,2,0,MockStation,
Deleted 02,2024-07-01 00:00:00.000,0,Low Usage,2,0,MockStation,
865209069519172,2025-04-01 00:00:00.000,54.280763318,Medium Usage,3,0,"Panadura, Panadura  1 Station",4.93
,2025-10-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
865209069519842,2025-10-01 00:00:00.000,916.577898769,High Usage,0,16,HOME_CHARGING,45.83
865209069521061,2025-02-01 00:00:00.000,477.222378224,High Usage,16,1,"Miriswatta Station, Seeduwa Station, HOME_CHARGING",17.04
865209069521004,2024-12-01 00:00:00.000,188.573677959,High Usage,13,0,Moratuwa replace Station,9.43
865209069520881,2025-06-01 00:00:00.000,23.73016035,Low Usage,12,0,"Panadura  1 Station, Bandaragama Station",4.75
865209060998482,2025-08-01 00:00:00.000,265.701656583,High Usage,12,7,"Beruwala Station, HOME_CHARGING, Maggona",18.98
865209069519941,2025-06-01 00:00:00.000,278.298832933,High Usage,9,3,"Boralesgamuwa new Station, HOME_CHARGING",14.65
865209069521194,2025-10-01 00:00:00.000,254.309825492,High Usage,0,8,HOME_CHARGING,16.95
865209069521061,2025-08-01 00:00:00.000,59.176127397,Medium Usage,6,3,"Miriswatta Station, HOME_CHARGING",3.7
865209069519669,2024-08-01 00:00:00.000,160.182330741,High Usage,6,0,Moratuwa replace Station,7.28
865209069520972,2025-04-01 00:00:00.000,35.78621309,Low Usage,0,6,HOME_CHARGING,1.99
865209069520824,2025-05-01 00:00:00.000,368.796113114,High Usage,10,0,"Beruwala Station, Maggona",13.17
865209069519255,2025-06-01 00:00:00.000,186.549617668,High Usage,7,0,"Moratuwa replace Station, Soysapura Station",8.48
865209069519891,2025-06-01 00:00:00.000,45.192255925,Low Usage,5,1,"Padukka Station, HOME_CHARGING",9.04
865209069519255,2024-09-01 00:00:00.000,184.644412554,High Usage,5,0,Moratuwa replace Station,9.23
865209069519479,2025-05-01 00:00:00.000,126.965749318,Medium Usage,2,4,"HOME_CHARGING, Maggona",11.54
865209069519966,2025-10-01 00:00:00.000,270.287984138,High Usage,0,4,HOME_CHARGING,16.89
865209069518646,2025-05-01 00:00:00.000,86.382902487,Medium Usage,2,3,"HOME_CHARGING, Boralesgamuwa new Station, Bandaragama Station",12.34
865209069520956,2025-01-01 00:00:00.000,53.544145758,Medium Usage,3,0,Miriswatta Station,6.69
865209060494003,2025-04-01 00:00:00.000,0,Low Usage,3,0,Seeduwa Station,
862487061375123,2025-07-01 00:00:00.000,161.097914384,High Usage,0,3,HOME_CHARGING,6.71
865209069520956,2024-12-01 00:00:00.000,54.167214512,Medium Usage,3,0,"Miriswatta Station, Kadawatha Station",7.74
,2025-10-01 00:00:00.000,0,Low Usage,0,2,HOME_CHARGING,
,2025-10-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
862487061409609,2025-06-01 00:00:00.000,84.552744917,Medium Usage,0,1,HOME_CHARGING,16.91
,2025-10-01 00:00:00.000,0,Low Usage,2,1,"Panadura  1 Station, HOME_CHARGING, Dharga Town Station",
865209069519925,2025-09-01 00:00:00.000,1.453552797,Low Usage,0,1,HOME_CHARGING,1.45
865209069518661,2025-10-01 00:00:00.000,550.80400824,High Usage,1,0,Seeduwa Station,27.54
865209069545953,2025-05-01 00:00:00.000,186.928477827,High Usage,8,0,"Bandaragama Station, Panadura  1 Station",11
862487061430829,2025-07-01 00:00:00.000,196.25810693,High Usage,0,4,HOME_CHARGING,6.33
123456,2025-03-01 00:00:00.000,0,Low Usage,2,0,MockStation,
Deleted 02,2025-03-01 00:00:00.000,0,Low Usage,2,0,MockStation,
865209069520980,2025-10-01 00:00:00.000,8.87359942,Low Usage,0,2,HOME_CHARGING,2.96
865209069519800,2025-06-01 00:00:00.000,30.808581402,Low Usage,2,0,"Bandaragama Station, Panadura  1 Station",10.27
862487061341521,2025-08-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
865209069545979,2025-09-01 00:00:00.000,0.3198332843,Low Usage,0,3,HOME_CHARGING,0.32
865209069519420,2025-07-01 00:00:00.000,2502.860408825,High Usage,23,25,"HOME_CHARGING, Bandaragama Station, Panadura  1 Station",80.74
865209069519842,2025-04-01 00:00:00.000,744.976699493,High Usage,0,19,HOME_CHARGING,29.8
865209069546225,2025-04-01 00:00:00.000,191.001221572,High Usage,0,19,HOME_CHARGING,6.82
865209069519313,2024-03-01 00:00:00.000,644.154366391,High Usage,20,0,"Moratuwa Station, Pannipitiya Station, Boralesgamuwa new Station",20.78
862487061363624,2025-09-01 00:00:00.000,1272.326040693,High Usage,1,17,"HOME_CHARGING, Bandaragama Station",50.89
862487061347627,2025-10-01 00:00:00.000,616.965999853,High Usage,0,17,HOME_CHARGING,30.85
865209069546258,2025-08-01 00:00:00.000,445.048852638,High Usage,18,0,"Soysapura Station, Moratuwa replace Station",18.54
865209069519214,2025-09-01 00:00:00.000,287.149680124,High Usage,0,16,HOME_CHARGING,11.04
862487061382608,2025-08-01 00:00:00.000,1107.502742662,High Usage,16,9,"Dharga Town Station, HOME_CHARGING, Beruwala Station",36.92
862487061363723,2025-07-01 00:00:00.000,791.019380202,High Usage,0,13,HOME_CHARGING,25.52
862487061405086,2025-10-01 00:00:00.000,410.18524422,High Usage,0,13,HOME_CHARGING,20.51
865209069546399,2025-06-01 00:00:00.000,67.461359155,Medium Usage,12,0,Boralla Temporary Station,11.24
862487061332702,2025-08-01 00:00:00.000,235.144746403,High Usage,0,10,HOME_CHARGING,7.84
865209069520691,2025-03-01 00:00:00.000,269.95798954,High Usage,10,0,Bandaragama Station,10
865209069519016,2025-07-01 00:00:00.000,170.388505135,High Usage,8,0,Panadura  1 Station,8.11
865209069518968,2025-07-01 00:00:00.000,335.713005635,High Usage,3,8,"HOME_CHARGING, Paliayagoda Station, Seeduwa Station",12.91
865209069546431,2024-07-01 00:00:00.000,261.016307474,High Usage,8,0,Moratuwa replace Station,10.44
862487061331647,2025-07-01 00:00:00.000,957.562557198,High Usage,12,6,"Maggona, HOME_CHARGING, Panadura  1 Station",31.92
865209069520881,2025-09-01 00:00:00.000,365.33772822,High Usage,7,0,Panadura  1 Station,17.4
865209060597102,2025-10-01 00:00:00.000,300.474627028,High Usage,0,7,HOME_CHARGING,15.81
123456,2025-06-01 00:00:00.000,0,Low Usage,11,0,"MockStation, Boralla Temporary Station",
Deleted 02,2025-06-01 00:00:00.000,0,Low Usage,11,0,"MockStation, Boralla Temporary Station",
862487061405524,2025-10-01 00:00:00.000,223.728894165,High Usage,0,5,HOME_CHARGING,13.16
865209069520980,2025-04-01 00:00:00.000,139.995132168,Medium Usage,0,4,HOME_CHARGING,7
862487061409708,2025-10-01 00:00:00.000,158.54739743,High Usage,0,4,HOME_CHARGING,7.93
862487061383200,2025-09-01 00:00:00.000,146.918499371,Medium Usage,0,3,HOME_CHARGING,5.25
862487061408940,2025-05-01 00:00:00.000,84.730083827,Medium Usage,3,0,Agalawaththa,9.41
,2025-10-01 00:00:00.000,0,Low Usage,0,2,HOME_CHARGING,
865209069520931,2025-10-01 00:00:00.000,57.751024978,Medium Usage,0,2,HOME_CHARGING,4.13
123456,2024-03-01 00:00:00.000,0,Low Usage,2,0,TestStation,
Deleted 02,2024-03-01 00:00:00.000,0,Low Usage,2,0,TestStation,
865209069519651,2025-02-01 00:00:00.000,98.131620923,Medium Usage,3,1,"HOME_CHARGING, Boralla Temporary Station, Boralesgamuwa new Station",24.53
865209060623064,2025-05-01 00:00:00.000,775.448590313,High Usage,19,7,"Panadura  1 Station, HOME_CHARGING, Bandaragama Station",26.74
865209060998482,2025-07-01 00:00:00.000,307.740893375,High Usage,13,6,"Beruwala Station, HOME_CHARGING, Maggona",21.98
865209069545953,2025-07-01 00:00:00.000,136.098587908,Medium Usage,7,0,Bandaragama Station,10.47
865209060491306,2025-08-01 00:00:00.000,206.918503335,High Usage,6,3,"Kochchikade Station, HOME_CHARGING",10.35
865209069545904,2024-04-01 00:00:00.000,253.848698996,High Usage,10,0,"Thalawathugoda New Station, Boralesgamuwa new Station, Factory Station",12.69
862487061333742,2025-08-01 00:00:00.000,275.211772322,High Usage,0,5,HOME_CHARGING,11.01
862487061422347,2025-08-01 00:00:00.000,90.567600157,Medium Usage,5,2,"Kalutara North, HOME_CHARGING",10.06
,2025-10-01 00:00:00.000,0,Low Usage,5,0,"Maggona, Beruwala Station",
862487061421885,2025-10-01 00:00:00.000,1196.630144208,High Usage,0,4,HOME_CHARGING,59.83
865209069519180,2025-09-01 00:00:00.000,0,Low Usage,5,0,"Boralla Temporary Station, Soysapura Station",
865209069520162,2025-08-01 00:00:00.000,39.99115872,Low Usage,0,3,HOME_CHARGING,5
862487061332082,2025-09-01 00:00:00.000,31.506521925,Low Usage,0,2,HOME_CHARGING,1.13
,2024-05-01 00:00:00.000,0,Low Usage,2,0,Thalawathugoda new Shipment,
,2025-10-01 00:00:00.000,0,Low Usage,2,0,Panadura  1 Station,
865209069519800,2025-03-01 00:00:00.000,17.252608346,Low Usage,2,0,Bandaragama Station,2.46
865209069545813,2025-08-01 00:00:00.000,132.403461418,Medium Usage,2,2,"HOME_CHARGING, Maggona",5.76
,2025-10-01 00:00:00.000,0,Low Usage,0,2,HOME_CHARGING,
865209069519164,2025-08-01 00:00:00.000,0,Low Usage,1,0,Panadura  1 Station,
865209069521061,2025-09-01 00:00:00.000,39.315601891,Low Usage,1,1,"Miriswatta Station, HOME_CHARGING",3.57
Deleted,2024-02-01 00:00:00.000,0,Low Usage,1,0,TestStation,
Deleted 01,2024-02-01 00:00:00.000,0,Low Usage,1,0,TestStation,
862487061430829,2025-08-01 00:00:00.000,453.796382189,High Usage,0,9,HOME_CHARGING,15.13
865209069545995,2025-10-01 00:00:00.000,311.121439523,High Usage,0,6,HOME_CHARGING,15.56
865209069519891,2025-04-01 00:00:00.000,113.609631271,Medium Usage,3,6,"HOME_CHARGING, Padukka Station",14.2
